start	end	text
0	7360	hello beautiful people how is it going welcome to all the new students
9280	12240	one in chat i know that some of you are already printing
16160	27200	guys to the new one okay to the new user we have um we have a bunch of people that don't know the
27200	34320	quality we bring and what we do here can you help me to welcome them because they are used to
34320	40960	pre-recorded courses with no live action and they don't know maybe what we are doing here
45120	50800	nice nice nice nice let me share the screen guys for you
50800	57520	this is the first live of the week
61280	62240	to be honest
64560	74240	i am already playing with the market i took one quick scalp let me show for you let's go
74240	84160	on the share screen should be visible guys tell me if it's visible i took a crazy sniper
86000	90000	it's it's live guys can you please confirm that it's live there are people that say
90800	98080	maybe it's uh it's delayed this is live this is the sniper i took pre-market i'm covering my stop
98080	103760	loss above here and i want to show you how i'm managing the trades now this one is not a triple
103760	112560	a it's a aa and there is a level from where the price could react here okay but let's say that it's
112560	120960	low risk already covered stopping profit but if it goes well guys it's 11 000 of profit so it's nothing bad
121520	124240	now while these setups continues to go
126480	133920	it's not easy to to trade live and we need to go to the disclaimer i hope every one of you read it
133920	144400	previously uh anyway uh it's the service it's for educational purpose okay i share with you my experience
144400	153200	uh it's not financial solicitation i'm not an advisor and i'm trying to train you on how the market really
153200	161760	moves giving you the instrument and the education on how to do this yourself okay and uh you you need
161760	170080	to be aware that futures market cfd markets options market involve risk that can excess also the uh
170640	177760	amount of the account so please don't do anything that you are not sure uh what's the risk on the
177760	184000	position and be prepared look at people already took the same i had the same shot but i got stopped in
184000	188800	profits and you know that i think i also will get stopped in profits because now the volatility will
188800	195760	start to kick in now the volatility will start to kick in soon in uh 15 minutes but i think it could
195760	201840	be nice it could be nice to show also how i manage the stopping profit in my position so if i have
201840	208560	something to share with you i think it can only be benefit for you to to see me doing this live what
208560	216640	do you think the deep trade when it's pre-market guys the the deep trade is 20 because pre-market 20
216640	223200	it's what works best you can do 20 or 30 if you are already in the trade you can scale to 20 so you can
223200	229040	understand whether you see absorption you see i'm covered above this absorption for two thousand
229040	237120	dollars in profit and i expect the market to have a little bit of reaction here so my take profit it's
238000	245680	a little bit excessive for the the volatility at the moment but i think i'm really good at reading the
245680	250720	bias the only problem is that during the opening you have a really strong fight between buyers and
250720	257920	sellers and it's possible that even if the direction is is clear they will take out my stop loss okay
257920	266240	yeah 20 20 guys 20 we had inside today yesterday would you go over it so why did you take of course
266240	272880	we will go on a breakdown of the setup but guys today i decided to start before because i wanted to
272880	278320	give you more value so now i'm doing checkup because i have a problem with my stomach i'm bleeding i don't
278320	283600	know what the it's happening i hope the market maker are not poisoning me but anyway there is no
283600	288960	way that i will cancel the live so i say considering i have a check up later i will anticipate the live
288960	295840	and we will do the opening together so you get some value on how to manage also the the session opening
295840	304320	okay and um at the moment we are watching the live interaction between market participants they
304320	312400	try to break up of this level again of course later we go to theory guys of course later we cover also
312400	319280	theory of all the setup and what we trade here for the new people you find in the section that it's
319280	328000	called um it's called neural pattern recognition exactly every setup that i execute okay so i created
328000	333440	this to make it to make it visible for you also what we are searching what we consider also that i
333440	342000	usually prefer to trade during the new york session okay so what i do during the uh what i do during the
342000	350800	london it's uh it's necessary to have different settings okay and these settings is 20 or 30 it depends
350800	358400	on what's the interaction at the moment between the the market participants usually it's 30 for execution
358960	369760	or 25 and 20 for managing the trade yeah 60 60 it's fixed i always use 60 during new york session
369760	377760	always use 60 okay now they are trying to break above this level again you see this absorbed i i i asked the
377760	386640	the the service to put my live streaming in full hd is it clearly visible this absorption here guys
389120	394800	yeah of course you have the recorded session justin it's on the q1 you can see everything okay so so
394800	403520	the buyers try to try to breach this level this point of aggression of the sellers that created this
403520	410800	breakout and you see that now there is a liquidity wall here and the liquidity will well it's kept by
410800	418880	the buyers so what happens now we have two chance either during the opening okay they manage to go above
418880	424160	and we are stopping profit so we don't care we still take some profit out of the market or if we bridge
424160	431120	through this level okay and we manage to have enough aggression to arrive here we we can our target
431120	437760	becomes possible okay i know it's really high target low target in this case but it's it's possible that
437760	443440	the market reaches and i'm trying to capitalize on also the volatility of the opening session
445680	453040	i can see what you are trading i'm always trading nasdaq guys always and only trading nasdaq okay
455120	460320	no problem how should we decide sometimes i'm having problem about understanding catching the beginning
460880	468160	uh can you be more specific on uh yeah now we set at 20 viva can you be more specific on what do you
468160	472480	mean catch the beginning like you mean the beginning of the move or the opening of the session
474560	480160	antonio saying fabio i'm getting profitable i'm feeling it guys how many people notice a change in
480160	488240	their equity line from the service one in chat how many people look at the chat for the new one okay
488240	495360	now i think the main reason they are seeing benefit it's because i explained to them that
495360	501200	they should never give back profit to the market now in this case if the market goes up if the market
501200	505840	goes down it's not a problem for me okay because either way i make profit because i made a great
505840	511840	analysis i'm and i'm taking the two thousand dollar out okay so the question now it's two thousand dollars of
511840	517520	profit or twenty or twelve thousand dollars of profit this is the real question and sometimes i
517520	526400	feel that people are more interested in validating their ego than making exceptional trades so they
526400	532720	they are more interested guys in being right and they forget to take profit they forget to take profit
532720	538400	maybe they just wait for their analysis to go one to ten and the market always come back
538400	542320	there is someone there is someone guys that experienced this problem
546080	552800	yeah amazing now you can see guys that the sellers want the interaction the sellers want
552800	557680	the interaction here i'm really scared about this area i'm really scared about this area i think
557680	562480	during the opening a little bit of reversal here is possible let me check
562480	575920	let me remove the deep trades let me check what we have here oh you know what it's a little bit empty
575920	582640	yes we have a little bit of absorption on the downside here there is a little bit of absorption on this area
583360	591520	this can be a wall but still i don't see a lot of volume inside i don't see a lot of volume so it's
591520	598000	possible that during the opening they slice through it like butter you see the majority of volume is
598000	606000	positioned on the absorption on the distribution phase i think this one it's a weak low it's a weak
606000	613920	low and it's not enough strong to hold the opening let's see together i think it's not enough to hold the
613920	626160	opening this is a counter trend trade this one we will go through it later but this one it's a pure
626880	632480	orderful trade based on the distribution we will go through it together okay we will go step by step on
632480	638240	understanding the trade now i want now i want to see the interaction now they are getting in the level
638240	643120	that i'm afraid of what an amazing setup guys what an amazing setup
647200	651280	they are starting the absorption here they are starting the absorption
656960	661840	let's see what they can do anyway we don't care stopping profit guys and
661840	670560	we are not let's make 2000 run number okay you see that they are not having an easy time breaching
670560	675360	through okay see that every time they try bam bam bam they get absorbed
677840	682960	yeah it's the value area but we will go step by step andrea now i just want to show you because i think
683760	691920	there is a lack of this in the industry like there is no one showing you live account traded not prop live
691920	698240	account traded in front of your eyes that you can see and they manage without delay this is it's not
698240	704080	common guys it's not i've never seen it this was the service that i was searching when i started and i've
